Order_ID,Customer_ID,Order_Date,City,Restaurant_Type,Order_Value,Discount_Percentage,Delivery_Distance_km,Delivery_Time_min,Delivery_Cost,Net_Revenue,Profit,Payment_Mode,Rating,Order_Cancelled,Refund,Repeat_Customer
50697,10818,2025-11-13,Bangalore,South Indian,359,10,7.2,42,83.49,86.28,2.79,COD,5,No,No,Yes
50698,11552,2025-12-06,Jaipur,Biryani,428,20,1.0,39,25,28.56,3.56,UPI,4,No,No,No
50699,11130,2025-09-03,Lucknow,Pizza,527,20,5.8,47,78.78,45.34,-33.44,Card,2,No,No,Yes
50700,11095,2025-11-08,Jaipur,South Indian,140,25,12.3,59,139.01,50.8,-88.21,COD,2,Yes,No,No
50701,10721,2025-04-10,Delhi,Desserts,298,25,10.6,54,110.49,46.06,-64.43,UPI,2,Yes,No,No
50702,10157,2025-01-30,Bangalore,Pizza,547,10,7.3,42,92.27,109.44,17.17,Card,3,No,No,Yes
50703,11014,2025-12-28,Pune,Fast Food,270,40,6.6,43,72.98,-9.0,-81.98,UPI,3,No,No,No
50704,10111,2025-06-27,Jaipur,South Indian,218,5,3.9,42,56.79,60.46,3.67,Card,4,No,No,No
50705,10074,2025-05-01,Pune,South Indian,295,0,4.1,32,59.54,89.5,29.96,Wallet,4,No,No,No
50706,10039,2025-07-15,Delhi,Biryani,487,0,5.6,38,74.92,140.74,65.82,COD,4,No,Yes,No
50707,11660,2025-10-30,Mumbai,Biryani,268,30,4.7,45,61.17,6.76,-54.41,COD,5,No,No,No
50708,11096,2025-08-26,Delhi,Chinese,275,15,5.4,43,69.46,51.65,-17.81,Card,4,No,No,Yes
50709,11580,2025-10-05,Mumbai,North Indian,471,10,7.0,36,65.54,98.52,32.98,Card,2,Yes,Yes,No
50710,10909,2025-08-25,Bangalore,Biryani,443,20,7.3,36,82.66,52.66,-30.0,Wallet,4,No,No,No
50711,10369,2025-05-13,Kolkata,Pizza,477,5,6.0,47,76.29,117.09,40.8,COD,2,Yes,Yes,No
50712,10086,2025-10-11,Pune,Biryani,336,25,4.8,44,61.0,18.72,-42.28,Wallet,4,No,No,Yes
50713,10232,2025-09-19,Bangalore,Pizza,431,0,1.3,21,34.3,114.82,80.52,COD,1,Yes,No,No
50714,10964,2025-05-31,Pune,Pizza,590,0,10.3,52,106.5,184.8,78.3,COD,3,No,No,No
50715,10441,2025-07-13,Kolkata,Biryani,313,0,4.9,55,84.4,98.26,13.86,Wallet,2,Yes,No,No
50716,11104,2025-03-04,Jaipur,North Indian,489,15,7.7,52,108.26,80.43,-27.83,COD,2,No,No,No
50717,10473,2025-08-22,Mumbai,Healthy,278,15,4.3,39,62.16,45.26,-16.9,Wallet,4,No,No,Yes
50718,10471,2025-10-19,Kolkata,Healthy,352,25,6.7,41,69.4,29.64,-39.76,Card,3,No,No,No
50719,11180,2025-09-11,Pune,Chinese,227,10,9.1,39,88.42,81.84,-6.58,Card,3,No,No,No
50720,10150,2025-03-09,Hyderabad,North Indian,524,25,3.4,34,53.33,4.68,-48.65,UPI,4,No,No,No
50721,11480,2025-01-24,Bangalore,Healthy,315,25,10.0,39,105.23,45.55,-59.68,UPI,4,No,No,Yes
50722,10312,2025-01-04,Hyderabad,Fast Food,223,20,3.9,20,42.39,27.86,-14.53,Wallet,4,No,No,No
50723,10585,2025-06-15,Delhi,Chinese,350,40,5.8,39,61.72,-28.2,-89.92,Card,4,No,No,Yes
50724,10243,2025-05-28,Mumbai,Fast Food,250,50,6.6,38,58.29,-30.4,-88.69,Card,3,No,No,No
50725,10057,2025-11-03,Jaipur,Healthy,341,0,12.7,72,166.53,130.02,-36.51,COD,2,No,No,No
50726,10225,2025-12-28,Jaipur,Biryani,337,5,7.3,52,102.29,101.09,-1.2,UPI,3,No,No,Yes
50727,10670,2025-03-22,Hyderabad,Pizza,423,25,3.3,31,61.37,7.31,-54.06,UPI,5,No,No,Yes
50728,11300,2025-11-18,Bangalore,Biryani,604,10,1.3,30,42.2,92.48,50.28,Card,4,No,No,No
50729,10007,2025-08-11,Bangalore,North Indian,516,10,5.6,30,70.33,95.52,25.19,COD,5,No,No,Yes
50730,10475,2025-05-30,Pune,North Indian,341,10,3.1,37,64.68,60.92,-3.76,Card,4,No,No,Yes
50731,11357,2025-08-06,Bangalore,North Indian,499,25,4.7,34,49.29,13.23,-36.06,COD,4,No,No,Yes
50732,10549,2025-09-17,Mumbai,Desserts,326,25,2.7,14,48.99,10.22,-38.77,Card,4,No,No,Yes
50733,10696,2025-11-22,Kolkata,Fast Food,386,10,2.7,21,30.2,66.32,36.12,UPI,5,No,No,Yes
50734,11644,2025-07-14,Bangalore,South Indian,181,20,8.5,36,85.87,54.62,-31.25,Card,4,No,No,No
50735,10595,2025-03-24,Jaipur,Fast Food,484,0,6.0,59,90.69,142.48,51.79,COD,1,Yes,Yes,No
50736,10050,2025-04-28,Pune,South Indian,318,15,8.9,39,99.9,75.66,-24.24,Wallet,3,No,No,No
50737,10042,2025-01-08,Kolkata,North Indian,425,15,6.1,51,70.06,66.35,-3.71,Wallet,3,No,No,Yes
50738,10416,2025-02-21,Mumbai,South Indian,296,50,3.3,20,43.74,-62.88,-106.62,Wallet,4,No,No,Yes
50739,11491,2025-07-21,Lucknow,Chinese,242,0,4.6,45,57.95,80.84,22.89,UPI,4,No,No,Yes
50740,10196,2025-10-15,Bangalore,Desserts,255,20,3.5,15,50.11,26.1,-24.01,COD,5,No,No,Yes
50741,11517,2025-06-22,Kolkata,Biryani,282,10,4.0,42,67.01,57.84,-9.17,Wallet,5,No,No,Yes
50742,11452,2025-09-05,Hyderabad,Desserts,247,25,6.1,30,76.04,29.19,-46.85,UPI,4,No,No,Yes
50743,10080,2025-08-06,Hyderabad,South Indian,270,15,4.0,35,52.2,42.9,-9.3,COD,5,No,No,Yes
50744,11260,2025-07-10,Hyderabad,Pizza,681,50,4.3,34,61.15,-164.88,-226.03,Card,4,No,No,No
50745,10337,2025-09-26,Pune,North Indian,512,50,4.6,48,68.58,-115.76,-184.34,Wallet,3,No,Yes,No
50746,11218,2025-03-22,Bangalore,South Indian,212,10,9.5,50,102.86,80.44,-22.42,Card,3,No,No,No
50747,10159,2025-10-31,Bangalore,Chinese,444,30,4.9,24,52.53,-6.12,-58.65,Wallet,5,No,No,Yes
50748,10429,2025-03-28,Bangalore,Pizza,767,5,6.3,41,74.67,168.19,93.52,Wallet,3,No,No,No
50749,11362,2025-08-30,Mumbai,North Indian,544,15,7.4,39,82.07,82.48,0.41,Card,5,No,No,No
50750,11298,2025-05-23,Pune,Desserts,202,25,2.7,22,39.59,13.94,-25.65,COD,4,No,Yes,No
50751,11492,2025-08-06,Mumbai,North Indian,446,5,10.6,54,117.57,130.82,13.25,UPI,2,No,No,Yes
50752,10756,2025-05-10,Hyderabad,Biryani,577,15,4.7,48,68.66,68.59,-0.07,Wallet,3,No,Yes,Yes
50753,11245,2025-11-20,Delhi,Pizza,361,5,5.2,36,68.95,92.57,23.62,UPI,3,No,No,No
50754,10860,2025-03-03,Bangalore,South Indian,299,50,6.2,37,79.37,-46.52,-125.89,Card,2,Yes,No,No
50755,11202,2025-07-07,Hyderabad,Healthy,509,0,1.6,29,26.64,131.98,105.34,Card,4,No,No,Yes
50756,11411,2025-09-16,Delhi,South Indian,120,20,8.2,49,101.39,51.6,-49.79,UPI,4,No,Yes,Yes
50757,10374,2025-02-14,Mumbai,North Indian,409,10,9.0,47,102.34,103.08,0.74,Card,4,No,No,Yes
50758,11531,2025-03-09,Mumbai,Fast Food,396,15,4.8,35,53.2,56.52,3.32,UPI,4,No,No,Yes
50759,11004,2025-07-01,Hyderabad,Fast Food,216,30,3.6,43,59.24,4.32,-54.92,COD,3,No,No,No
50760,11324,2025-12-16,Kolkata,Pizza,396,30,4.4,52,76.81,-5.28,-82.09,Card,2,No,No,Yes
50761,10974,2025-03-13,Delhi,Fast Food,247,10,2.1,30,41.78,49.64,7.86,UPI,5,No,No,Yes
50762,10384,2025-07-03,Mumbai,North Indian,471,15,5.4,32,59.06,65.37,6.31,COD,4,No,No,Yes
50763,10989,2025-12-14,Delhi,Biryani,385,40,6.7,49,89.47,-29.1,-118.57,Card,3,No,No,Yes
50764,10616,2025-11-02,Lucknow,Healthy,669,5,7.2,43,98.59,156.93,58.34,Wallet,5,No,No,No
50765,10811,2025-03-26,Delhi,South Indian,344,5,5.6,40,62.66,92.08,29.42,UPI,4,No,No,No
50766,10978,2025-03-23,Delhi,North Indian,292,25,3.8,39,44.54,14.04,-30.5,Card,3,No,No,No
50767,10819,2025-06-17,Jaipur,Chinese,245,0,4.9,34,59.59,83.3,23.71,COD,5,No,No,No
50768,10742,2025-06-24,Hyderabad,Biryani,355,15,9.7,60,118.88,79.85,-39.03,COD,1,Yes,Yes,No
50769,10793,2025-12-12,Kolkata,Biryani,390,25,7.5,54,88.59,33.3,-55.29,UPI,1,Yes,No,No
50770,10330,2025-06-13,Bangalore,North Indian,434,25,5.1,33,61.35,17.58,-43.77,Wallet,4,No,No,No
50771,11029,2025-07-10,Kolkata,Chinese,120,5,8.6,44,100.03,72.0,-28.03,COD,3,No,No,No
50772,10405,2025-09-21,Kolkata,Chinese,369,5,4.5,34,56.19,89.73,33.54,COD,4,No,No,Yes
50773,11571,2025-01-13,Hyderabad,Pizza,536,20,4.9,37,56.82,40.12,-16.7,UPI,1,Yes,No,No
50774,10259,2025-03-16,Pune,Fast Food,600,10,4.3,40,46.93,97.8,50.87,COD,4,No,No,Yes
50775,10079,2025-03-17,Hyderabad,Chinese,313,25,5.6,35,72.48,24.21,-48.27,UPI,4,No,No,No
50776,10888,2025-03-01,Kolkata,North Indian,445,30,8.4,52,98.22,14.8,-83.42,Card,4,No,No,Yes
50777,10567,2025-09-14,Pune,South Indian,191,15,8.1,52,98.9,61.97,-36.93,COD,2,Yes,Yes,No
50778,10199,2025-04-24,Mumbai,South Indian,428,20,5.8,28,67.29,43.36,-23.93,COD,5,No,No,Yes
50779,10698,2025-06-13,Delhi,Fast Food,352,25,1.5,22,28.49,9.44,-19.05,COD,3,Yes,No,No
50780,10171,2025-04-17,Kolkata,North Indian,622,15,3.9,43,66.16,66.94,0.78,COD,4,No,No,No
50781,11140,2025-09-09,Lucknow,Fast Food,284,5,3.0,33,47.44,68.28,20.84,Wallet,2,Yes,Yes,No
50782,11127,2025-07-29,Delhi,Pizza,467,20,6.7,42,69.39,49.54,-19.85,Card,4,No,No,Yes
50783,10828,2025-09-11,Kolkata,Pizza,490,15,6.4,61,93.68,72.7,-20.98,Wallet,2,No,No,Yes
50784,10857,2025-07-30,Mumbai,Biryani,568,0,5.7,34,61.67,159.16,97.49,UPI,1,Yes,No,No
50785,10759,2025-01-12,Kolkata,Desserts,135,30,3.5,35,53.95,10.2,-43.75,COD,5,No,No,No
50786,10272,2025-05-31,Bangalore,Biryani,362,15,2.9,28,48.11,45.34,-2.77,Card,5,No,No,No
50787,10502,2025-08-25,Pune,Biryani,253,20,5.2,36,63.19,36.26,-26.93,UPI,5,No,No,Yes
50788,10899,2025-09-04,Kolkata,Biryani,228,0,6.8,38,85.17,90.96,5.79,COD,5,No,No,Yes
50789,11553,2025-10-24,Kolkata,Biryani,519,40,6.4,49,77.99,-55.02,-133.01,Wallet,1,Yes,No,No
50790,11542,2025-05-06,Kolkata,Fast Food,218,10,4.4,37,58.66,52.56,-6.1,COD,3,No,No,No
50791,11462,2025-05-30,Mumbai,Chinese,321,25,3.4,36,58.85,10.77,-48.08,Card,5,No,No,Yes
50792,10058,2025-04-19,Hyderabad,Biryani,427,30,7.4,41,82.06,10.24,-71.82,COD,4,No,No,No
50793,11072,2025-07-11,Delhi,Healthy,211,15,2.4,21,47.13,34.77,-12.36,UPI,4,No,No,Yes
50794,11332,2025-04-11,Delhi,Fast Food,185,30,9.5,51,99.3,40.2,-59.1,UPI,2,Yes,Yes,No
50795,10675,2025-09-17,Bangalore,North Indian,410,50,1.5,30,36.37,-94.8,-131.17,Card,5,No,No,No
50796,10468,2025-12-20,Pune,Pizza,508,25,7.0,48,70.65,26.76,-43.89,Card,3,No,Yes,Yes
50797,11200,2025-10-25,Delhi,Biryani,395,0,5.7,35,65.78,121.1,55.32,COD,5,No,No,Yes
50798,11166,2025-01-05,Hyderabad,Desserts,397,5,8.9,49,92.27,120.89,28.62,Wallet,3,No,Yes,No
50799,11293,2025-04-01,Mumbai,North Indian,604,20,4.5,30,64.61,39.08,-25.53,Card,4,No,No,No
50800,10999,2025-01-04,Mumbai,Healthy,402,10,10.7,58,119.52,103.24,-16.28,Card,1,No,No,No
50801,10437,2025-06-07,Hyderabad,Fast Food,300,20,4.1,30,51.0,30.6,-20.4,Card,5,No,No,No
50802,10667,2025-09-22,Lucknow,South Indian,120,40,6.2,34,70.91,15.6,-55.31,COD,4,No,No,No
50803,10922,2025-06-07,Delhi,Fast Food,402,50,1.8,18,45.57,-92.56,-138.13,Card,4,No,No,No
50804,11356,2025-05-12,Mumbai,Fast Food,485,20,3.4,29,52.13,30.1,-22.03,COD,4,No,No,Yes
50805,11481,2025-09-03,Lucknow,North Indian,370,15,10.5,73,132.21,80.9,-51.31,UPI,2,Yes,No,No
50806,11310,2025-06-25,Mumbai,Fast Food,285,25,6.2,32,79.29,28.65,-50.64,Card,4,No,No,Yes
50807,11151,2025-02-15,Delhi,Fast Food,263,30,2.0,24,33.42,-1.04,-34.46,COD,5,No,No,No
50808,11583,2025-08-17,Kolkata,Pizza,591,5,4.5,48,66.48,127.47,60.99,Wallet,2,No,No,No
50809,10812,2025-09-07,Kolkata,Desserts,372,20,11.7,74,144.37,62.44,-81.93,COD,2,No,No,No
50810,11300,2025-02-04,Pune,North Indian,419,30,9.2,55,106.53,21.48,-85.05,Wallet,4,No,No,No
50811,11675,2025-05-22,Delhi,Desserts,247,5,6.5,32,67.24,80.99,13.75,Wallet,5,No,No,No
50812,11178,2025-05-31,Bangalore,Chinese,369,10,6.8,40,87.84,85.08,-2.76,COD,4,No,No,No
50813,11465,2025-10-23,Bangalore,Chinese,427,30,11.5,55,117.67,20.84,-96.83,Card,3,No,No,Yes
50814,10414,2025-06-05,Bangalore,Healthy,635,0,5.8,45,62.8,174.5,111.7,Card,3,No,No,No
50815,10780,2025-01-26,Delhi,Fast Food,413,0,5.8,44,87.4,125.66,38.26,Wallet,5,No,No,Yes
50816,11517,2025-11-06,Delhi,Healthy,428,20,3.8,25,51.65,31.36,-20.29,UPI,4,No,Yes,No
50817,10727,2025-07-04,Lucknow,Desserts,335,50,1.1,36,36.24,-73.8,-110.04,COD,5,No,No,Yes
50818,10093,2025-03-14,Jaipur,Pizza,527,15,8.0,65,111.29,84.89,-26.4,Card,1,Yes,No,No
50819,10859,2025-03-30,Bangalore,North Indian,613,15,7.6,52,88.71,88.51,-0.2,COD,1,Yes,Yes,No
50820,11274,2025-06-14,Bangalore,Biryani,442,5,7.8,38,87.98,121.94,33.96,COD,3,No,No,Yes
50821,10457,2025-02-17,Delhi,Biryani,396,40,7.7,37,86.6,-25.08,-111.68,COD,4,No,Yes,No
50822,10263,2025-06-15,Pune,Fast Food,195,25,2.4,31,36.29,14.15,-22.14,UPI,5,No,No,Yes
50823,11523,2025-02-18,Pune,Pizza,464,25,3.9,36,62.61,9.48,-53.13,COD,4,No,No,No
50824,11557,2025-03-09,Mumbai,Fast Food,452,25,7.5,44,76.93,31.44,-45.49,Card,3,No,No,No
50825,10332,2025-07-23,Mumbai,North Indian,460,30,3.1,24,41.67,-16.8,-58.47,COD,5,No,No,Yes
50826,11343,2025-09-21,Lucknow,Fast Food,257,15,6.6,40,72.88,57.59,-15.29,COD,4,No,No,Yes
50827,10874,2025-11-25,Bangalore,North Indian,617,5,10.4,51,110.86,159.89,49.03,Card,3,No,No,No
50828,10815,2025-09-19,Mumbai,Desserts,269,15,5.3,29,59.37,50.63,-8.74,Card,5,No,No,Yes
50829,11421,2025-09-29,Bangalore,Biryani,278,10,3.8,40,50.31,56.16,5.85,UPI,4,No,No,Yes
50830,10821,2025-06-01,Delhi,North Indian,509,25,2.9,31,46.38,4.73,-41.65,UPI,4,No,No,No
50831,10122,2025-07-30,Bangalore,North Indian,698,50,8.5,42,94.66,-144.44,-239.1,Card,3,No,No,Yes
50832,10566,2025-03-13,Jaipur,Biryani,156,15,4.8,41,52.95,39.72,-13.23,Wallet,1,Yes,Yes,No
50833,10476,2025-12-05,Delhi,Chinese,321,40,2.1,28,26.58,-37.78,-64.36,COD,4,No,No,No
50834,10232,2025-11-17,Delhi,North Indian,331,25,7.7,47,93.77,36.27,-57.5,Wallet,3,No,No,Yes
50835,11437,2025-08-10,Delhi,South Indian,213,10,6.4,38,81.03,63.96,-17.07,UPI,5,No,No,Yes
50836,11461,2025-09-06,Mumbai,North Indian,361,30,2.3,25,30.58,-8.88,-39.46,Wallet,5,No,No,No
50837,10087,2025-11-05,Bangalore,Desserts,210,50,4.5,28,64.95,-31.8,-96.75,UPI,5,No,No,No
50838,10712,2025-11-28,Kolkata,Desserts,190,30,2.7,22,33.5,4.8,-28.7,COD,5,No,Yes,Yes
50839,10203,2025-05-30,Lucknow,Chinese,147,30,4.6,35,72.17,15.84,-56.33,COD,4,No,No,No
50840,11575,2025-03-24,Mumbai,Chinese,331,10,3.3,34,34.37,59.72,25.35,Card,5,No,No,Yes
50841,10649,2025-06-06,Bangalore,Chinese,286,5,3.9,26,54.94,72.02,17.08,Card,5,No,No,No
50842,10346,2025-06-15,Bangalore,Pizza,641,10,4.2,31,51.89,102.12,50.23,Wallet,4,No,No,No
50843,10540,2025-03-16,Pune,North Indian,599,50,1.1,32,25,-147.72,-172.72,Wallet,4,No,No,No
50844,11692,2025-01-21,Mumbai,Biryani,418,25,5.7,42,85.06,21.66,-63.4,UPI,3,No,No,Yes
50845,11254,2025-09-05,Kolkata,Fast Food,264,30,2.4,23,35.21,-1.12,-36.33,COD,5,No,No,No
50846,11646,2025-05-15,Delhi,Fast Food,273,0,6.7,39,70.07,100.26,30.19,UPI,5,No,No,Yes
50847,11607,2025-09-17,Pune,North Indian,575,10,8.6,47,78.99,120.6,41.61,Wallet,2,No,No,No
50848,11268,2025-08-13,Hyderabad,Fast Food,290,20,6.5,46,82.94,44.8,-38.14,COD,3,No,No,Yes
50849,11167,2025-05-10,Lucknow,Chinese,235,40,4.6,48,67.78,-14.7,-82.48,Wallet,3,No,No,No
50850,10296,2025-10-04,Lucknow,North Indian,227,20,12.3,70,143.1,59.54,-83.56,Card,1,Yes,Yes,No
50851,10372,2025-01-16,Pune,North Indian,482,20,5.9,49,76.67,45.04,-31.63,UPI,2,No,No,No
50852,10638,2025-07-01,Bangalore,Fast Food,357,10,5.2,26,69.13,74.04,4.91,UPI,4,No,No,Yes
50853,11141,2025-01-31,Pune,Biryani,423,10,10.1,60,111.62,105.76,-5.86,Wallet,1,No,Yes,No
50854,10373,2025-10-02,Mumbai,Fast Food,135,20,8.7,52,95.64,54.9,-40.74,UPI,2,No,No,No
50855,11275,2025-01-20,Lucknow,Desserts,196,40,5.5,50,83.4,-2.28,-85.68,Card,2,No,No,No
50856,11256,2025-06-22,Lucknow,Healthy,357,5,3.0,32,42.37,80.69,38.32,Wallet,5,No,No,Yes
50857,10086,2025-07-03,Bangalore,Healthy,415,25,0.8,12,25,7.55,-17.45,Wallet,5,No,No,Yes
50858,11551,2025-10-07,Pune,Pizza,660,20,7.8,47,95.16,60.0,-35.16,Wallet,3,No,No,No
50859,10627,2025-09-12,Lucknow,Chinese,191,0,5.7,52,78.08,76.22,-1.86,UPI,3,No,No,No
50860,11095,2025-01-15,Bangalore,Fast Food,572,30,12.6,55,125.99,9.24,-116.75,UPI,2,Yes,Yes,No
50861,10937,2025-04-06,Jaipur,Chinese,392,20,6.6,63,98.25,47.44,-50.81,Card,3,Yes,No,Yes
50862,11351,2025-06-19,Lucknow,Healthy,295,0,6.2,51,86.99,102.1,15.11,COD,3,No,No,No
50863,10420,2025-12-01,Pune,Pizza,413,10,4.3,50,60.24,75.36,15.12,Wallet,3,No,No,Yes
50864,10264,2025-12-06,Pune,Biryani,462,0,6.2,41,72.93,138.84,65.91,COD,4,No,No,No
50865,11099,2025-05-27,Mumbai,North Indian,484,40,6.1,47,75.81,-50.52,-126.33,UPI,4,No,No,No
50866,10229,2025-04-28,Bangalore,Fast Food,394,15,10.7,49,107.31,82.58,-24.73,Card,3,No,No,No
50867,11485,2025-06-12,Bangalore,Biryani,598,5,7.8,31,84.06,148.46,64.4,Card,5,No,No,Yes
50868,10377,2025-11-18,Mumbai,South Indian,363,20,9.7,44,101.49,62.26,-39.23,UPI,4,No,No,Yes
50869,11267,2025-03-28,Pune,Fast Food,366,0,10.0,55,115.05,135.52,20.47,UPI,4,No,No,No
50870,11155,2025-10-07,Bangalore,South Indian,142,10,9.8,40,94.9,72.04,-22.86,Wallet,4,No,No,Yes
50871,10982,2025-03-20,Delhi,Desserts,339,50,5.5,31,66.73,-61.92,-128.65,UPI,4,No,No,Yes
50872,10942,2025-07-30,Pune,North Indian,560,15,5.5,47,71.44,72.2,0.76,COD,3,No,No,Yes
50873,10692,2025-06-16,Pune,Biryani,404,20,3.5,45,53.62,29.08,-24.54,Wallet,4,No,No,No
50874,10768,2025-11-26,Mumbai,Fast Food,335,40,2.4,36,37.02,-40.3,-77.32,Wallet,4,No,No,No
50875,11060,2025-08-10,Mumbai,Fast Food,208,10,4.4,31,45.99,51.36,5.37,Wallet,5,No,No,Yes
50876,10649,2025-08-28,Mumbai,Chinese,233,25,5.4,28,60.62,25.41,-35.21,UPI,1,Yes,Yes,Yes
50877,10679,2025-02-16,Mumbai,Desserts,310,30,5.6,24,75.63,8.8,-66.83,COD,5,No,No,Yes
50878,10622,2025-02-21,Kolkata,Biryani,375,40,6.2,40,77.83,-30.3,-108.13,Card,3,No,No,No
50879,10233,2025-12-06,Lucknow,Desserts,267,15,5.7,33,66.48,52.89,-13.59,Card,4,No,No,No
50880,10917,2025-01-11,Lucknow,Healthy,296,40,0.8,33,29.58,-33.28,-62.86,Card,4,No,No,No
50881,11299,2025-06-14,Mumbai,Chinese,259,15,5.7,31,58.27,52.33,-5.94,UPI,4,No,No,Yes
50882,11003,2025-06-13,Jaipur,Biryani,513,15,5.3,57,84.48,67.71,-16.77,Card,1,No,No,No
50883,11279,2025-01-06,Pune,Biryani,582,0,1.6,26,25,148.04,123.04,Wallet,5,No,No,No
50884,11449,2025-06-25,Bangalore,Fast Food,381,0,5.1,23,63.49,114.42,50.93,UPI,5,No,No,No
50885,11661,2025-03-07,Kolkata,Biryani,467,30,7.2,52,77.55,5.84,-71.71,UPI,2,Yes,Yes,No
50886,10320,2025-10-26,Pune,Desserts,304,5,0.8,28,35.58,71.68,36.1,UPI,4,No,No,Yes
50887,10008,2025-08-10,Kolkata,Pizza,533,20,6.1,45,77.45,47.26,-30.19,UPI,3,No,No,Yes
50888,10907,2025-04-05,Hyderabad,Biryani,406,20,7.0,48,89.54,50.12,-39.42,Card,4,No,No,No
50889,10333,2025-07-22,Pune,North Indian,372,15,3.0,38,37.01,46.04,9.03,Card,5,No,No,Yes
50890,10133,2025-02-01,Bangalore,Fast Food,157,0,4.9,32,47.69,63.94,16.25,COD,1,Yes,No,No
50891,11430,2025-12-15,Hyderabad,Healthy,315,15,1.8,29,29.25,42.05,12.8,Card,5,No,No,No
50892,11203,2025-03-29,Bangalore,Fast Food,336,30,2.7,30,40.9,-6.88,-47.78,Wallet,4,No,No,No
50893,10051,2025-03-13,Kolkata,Fast Food,264,15,6.1,48,65.59,55.08,-10.51,Wallet,2,No,No,Yes
50894,10307,2025-05-19,Mumbai,Biryani,478,20,3.7,34,57.75,31.76,-25.99,UPI,5,No,No,Yes
50895,10724,2025-02-24,Bangalore,Fast Food,323,40,3.3,28,39.89,-38.14,-78.03,Wallet,1,Yes,Yes,No
50896,11253,2025-03-04,Hyderabad,North Indian,539,5,4.0,30,48.84,115.63,66.79,Card,1,Yes,No,No
50897,10641,2025-11-21,Jaipur,Healthy,253,10,5.9,47,80.48,65.76,-14.72,Card,4,No,No,Yes
50898,11666,2025-05-08,Delhi,North Indian,465,25,7.9,46,89.13,33.45,-55.68,COD,4,No,No,No
50899,10138,2025-08-19,Delhi,Pizza,347,25,5.7,39,69.17,23.79,-45.38,COD,2,Yes,Yes,No
50900,10656,2025-09-06,Lucknow,South Indian,233,50,1.0,27,27.46,-45.24,-72.7,COD,4,No,No,No
50901,10509,2025-07-12,Delhi,Chinese,365,0,7.0,38,67.53,122.3,54.77,Wallet,5,No,No,Yes
50902,11138,2025-03-22,Hyderabad,Chinese,415,25,6.6,40,77.21,27.15,-50.06,Wallet,3,No,No,No
50903,10756,2025-03-14,Mumbai,Chinese,312,15,2.1,20,49.55,41.84,-7.71,UPI,2,Yes,Yes,No
50904,11481,2025-03-09,Hyderabad,Healthy,429,25,5.9,45,78.86,22.53,-56.33,Wallet,4,No,No,Yes
50905,11117,2025-02-01,Hyderabad,South Indian,318,30,4.1,29,53.85,-0.84,-54.69,UPI,4,No,No,No
50906,10108,2025-11-26,Jaipur,Pizza,540,5,6.8,59,88.6,132.6,44.0,COD,2,No,No,Yes
50907,11009,2025-01-13,Pune,South Indian,270,10,4.6,34,56.08,60.0,3.92,Card,4,No,No,No
50908,10814,2025-04-19,Bangalore,Biryani,309,15,3.0,20,53.07,41.63,-11.44,Wallet,4,No,No,No
50909,10245,2025-11-30,Mumbai,Biryani,323,15,2.5,30,42.62,42.61,-0.01,COD,5,No,No,Yes
50910,11413,2025-12-12,Mumbai,North Indian,565,10,4.4,43,53.62,94.2,40.58,COD,3,No,Yes,No
50911,10423,2025-09-13,Lucknow,Fast Food,590,5,2.1,26,38.22,120.3,82.08,UPI,5,No,No,Yes
50912,10001,2025-01-16,Hyderabad,Desserts,166,15,10.2,47,107.59,66.62,-40.97,COD,1,Yes,Yes,No
50913,10156,2025-05-24,Delhi,Biryani,186,10,5.8,53,75.48,57.12,-18.36,UPI,4,No,No,No
50914,10976,2025-03-31,Bangalore,Biryani,641,20,5.6,36,75.72,46.42,-29.3,Wallet,3,No,No,Yes
50915,10062,2025-01-20,Hyderabad,Desserts,404,0,0.8,30,32.62,108.88,76.26,UPI,5,No,No,No
50916,11375,2025-05-20,Lucknow,Pizza,333,0,3.6,34,43.66,94.86,51.2,UPI,5,No,No,No
50917,10587,2025-07-06,Bangalore,Fast Food,185,40,6.4,34,61.36,5.1,-56.26,COD,4,No,No,No
50918,10958,2025-06-27,Kolkata,Biryani,215,15,2.9,39,46.63,35.05,-11.58,Wallet,5,No,No,No
50919,11544,2025-10-04,Jaipur,Pizza,554,20,7.8,51,89.82,57.88,-31.94,Card,3,No,No,Yes
50920,11689,2025-12-21,Delhi,Chinese,131,20,10.3,50,110.3,57.62,-52.68,COD,3,No,No,No
50921,11002,2025-03-01,Mumbai,Desserts,434,30,1.4,21,38.89,-14.72,-53.61,Wallet,4,No,No,No
50922,10319,2025-12-22,Jaipur,Pizza,520,5,9.3,63,119.08,143.4,24.32,UPI,2,No,No,No
50923,11669,2025-04-08,Bangalore,Biryani,468,0,6.3,39,90.04,140.76,50.72,COD,4,No,No,No
50924,10703,2025-07-18,Delhi,Fast Food,141,20,1.4,16,25,22.82,-2.18,Wallet,4,No,No,Yes
50925,11542,2025-10-03,Kolkata,Fast Food,191,25,1.2,33,30.77,14.27,-16.5,UPI,4,No,No,Yes
50926,10170,2025-05-06,Pune,Chinese,303,10,7.4,48,89.01,80.76,-8.25,Wallet,4,No,No,Yes
50927,10195,2025-01-06,Pune,North Indian,426,0,5.0,42,70.9,123.72,52.82,COD,4,No,No,No
50928,11200,2025-03-02,Pune,North Indian,397,10,6.8,44,84.04,88.44,4.4,UPI,3,No,No,No
